,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1008,Little Boy [Panski Remix],5qUsDiCoQwQNn9E2ujqxvp,35oLMiAK4VM2T0ek3PTPIc,0.681,0.668,10.0,-7.203,1.0,0.033,0.00145,0.00164,0.293,0.218,125.033,248137.0
1009,You And Me (Axero Remix),1mqvoS0dlzsBUVwVLkaqEN,35oLMiAK4VM2T0ek3PTPIc,0.677,0.731,9.0,-6.886,1.0,0.0608,0.268,1.45e-06,0.337,0.725,92.977,180645.0
1010,Daydreamer - Radio Edit,4xa421XQK1NNq4Qdhbhube,35oLMiAK4VM2T0ek3PTPIc,0.954,0.718,9.0,-7.05,0.0,0.0542,0.073,0.000285,0.161,0.682,122.015,184918.0
1011,Talking About Love,2AK6cgxQCh2Dyl7WzayO4K,35oLMiAK4VM2T0ek3PTPIc,0.683,0.935,9.0,-1.503,0.0,0.0336,0.00984,0.0109,0.122,0.418,125.997,207619.0
1012,Tired of Talking,63MRutmAXJwkxhMhPHoioS,35oLMiAK4VM2T0ek3PTPIc,0.669,0.693,9.0,-6.407,0.0,0.0695,0.127,2.94e-06,0.174,0.398,100.946,197000.0
1013,Wild Horses - Sam Feldt Remix,4tVybkClyH0hjL8jzMq3sH,35oLMiAK4VM2T0ek3PTPIc,0.504,0.729,8.0,-5.624,1.0,0.103,0.0808,0.0,0.0948,0.535,109.71,177023.0
1014,Your Soul (Holding On),62djTxHY6cLZ1F9DrHSqim,35oLMiAK4VM2T0ek3PTPIc,0.531,0.754,5.0,-5.808,1.0,0.038,0.0105,0.0,0.233,0.277,116.246,161753.0
1015,All Life,6Arjh02A7wcY4cBNUYWuU0,35oLMiAK4VM2T0ek3PTPIc,0.565,0.697,4.0,-4.222,1.0,0.17,0.188,1.37e-06,0.778,0.617,119.827,169957.0
1016,You Don't Know Me,4oVsPF4wxgmUqSMTHiC4bN,35oLMiAK4VM2T0ek3PTPIc,0.818,0.8,7.0,-6.794,1.0,0.0403,0.167,0.00178,0.139,0.816,125.026,147878.0
1017,Sky Is The Limit,5Lx2wUBS84YYHUfUVFPoRB,35oLMiAK4VM2T0ek3PTPIc,0.743,0.507,11.0,-8.273,0.0,0.0354,0.166,0.0,0.175,0.622,115.986,147133.0
1018,Traces of Time,6BbpUx4SYDZb65ICIab72s,35oLMiAK4VM2T0ek3PTPIc,0.739,0.703,10.0,-5.549,0.0,0.0293,0.0852,0.00414,0.108,0.613,117.044,229740.0
1019,Paris,15vzANxN8G9wWfwAJLLMCg,35oLMiAK4VM2T0ek3PTPIc,0.646,0.644,2.0,-6.763,1.0,0.031,0.0243,0.0,0.0888,0.251,99.999,221520.0
1020,Love Yourself,7dSucxSZkHuMSEA26NxoGV,35oLMiAK4VM2T0ek3PTPIc,0.734,0.825,4.0,-5.731,1.0,0.176,0.0456,1.47e-05,0.204,0.618,120.22,196099.0
1021,Bright Lights - Sam Feldt Remix,0emMJOjCCIupaWDVJaCDDQ,35oLMiAK4VM2T0ek3PTPIc,0.805,0.662,2.0,-4.852,0.0,0.0377,0.253,0.000633,0.323,0.498,113.973,191340.0
1022,Baby,1bA2ZK7CFxEMnyn1dWP2jp,35oLMiAK4VM2T0ek3PTPIc,0.708,0.922,1.0,-2.715,0.0,0.116,0.135,0.0513,0.225,0.637,125.961,160053.0
1023,No Worries,6FMwAI31AKixzL2COhIIHN,35oLMiAK4VM2T0ek3PTPIc,0.791,0.571,0.0,-10.871,1.0,0.0466,0.828,0.0397,0.106,0.337,111.975,196077.0
1024,Eagle Eyes - Lucas & Steve Remix Edit,5pvJqNwUUahJIZ9a8CFeiP,35oLMiAK4VM2T0ek3PTPIc,0.581,0.972,0.0,-3.066,1.0,0.0384,0.266,0.0663,0.263,0.588,124.964,198740.0
1025,Waves feat. Chris Brown & T.I (feat. Chris Brown & T.I.) - Robin Schulz Remix,6roEbeXiBuGiZsGEGwmQmr,35oLMiAK4VM2T0ek3PTPIc,0.775,0.476,1.0,-9.459,1.0,0.0311,0.0123,3.13e-05,0.156,0.423,119.99,190846.0
1026,Hurts So Good - Broiler Remix,2iC6DfxAzUCtTwAwtbvvEz,35oLMiAK4VM2T0ek3PTPIc,0.666,0.738,5.0,-3.881,1.0,0.0509,0.0796,8.76e-06,0.297,0.365,125.923,205747.0
1027,Better (feat. Grant Genske),4yEaGsXVUZnybftsuRZKst,35oLMiAK4VM2T0ek3PTPIc,0.708,0.498,2.0,-9.882,1.0,0.123,0.0739,0.0,0.117,0.388,109.986,257515.0
1028,It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,35oLMiAK4VM2T0ek3PTPIc,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0
1029,My Own Way (feat. Preben),0xmYV1YXszEd8DonoV7n4U,35oLMiAK4VM2T0ek3PTPIc,0.734,0.713,10.0,-6.298,1.0,0.0375,0.0174,0.00026,0.133,0.209,123.946,180000.0
1030,Beautiful Life (feat. Sandro Cavazza),5Qk6GxfHbuZIgEA6UdShdp,35oLMiAK4VM2T0ek3PTPIc,0.697,0.522,2.0,-6.499,0.0,0.0375,0.136,0.0401,0.162,0.329,120.002,161907.0
1031,Goodbye,3GLW6tRmupXtWYj38MUj0U,35oLMiAK4VM2T0ek3PTPIc,0.551,0.574,7.0,-6.955,1.0,0.0455,0.166,0.000577,0.162,0.399,108.035,202778.0
1032,All Or Nothing (feat. Axel Ehnström),6oM7F7YkMe5jtOc2sbdTxl,35oLMiAK4VM2T0ek3PTPIc,0.773,0.775,11.0,-6.877,0.0,0.0439,0.248,0.0278,0.107,0.173,125.971,157493.0
1033,Rocks,4LtHd4nHs1LRyFrGsU9s3v,35oLMiAK4VM2T0ek3PTPIc,0.63,0.806,7.0,-4.539,1.0,0.0621,0.223,0.0,0.392,0.809,120.038,193028.0
1034,Pacific Coast Highway,6kTsa9LObKmNQFV7uPIrsH,35oLMiAK4VM2T0ek3PTPIc,0.732,0.48,2.0,-6.776,1.0,0.171,0.135,0.0,0.127,0.638,120.05,224398.0
1035,Under Your Skin,74BGCq2L25uHnxC7Zwgp8q,35oLMiAK4VM2T0ek3PTPIc,0.528,0.87,11.0,-3.965,1.0,0.11,0.0291,0.0,0.324,0.88,98.036,188610.0
1036,Better Off (feat. Josh Roa & Bishøp),6nhg2MM5xRmF9rlrtj5I0Q,35oLMiAK4VM2T0ek3PTPIc,0.696,0.676,4.0,-8.77,0.0,0.16,0.186,1.53e-06,0.0842,0.372,124.992,259200.0
1037,Halcyon Birds,2ZPyQcrC0p9BJnZj9eYKz8,35oLMiAK4VM2T0ek3PTPIc,0.722,0.641,6.0,-9.429,1.0,0.0374,0.175,0.0102,0.241,0.733,120.023,273661.0
1038,Oceans Away,4NJpJ17Dgm5r4OYExFbxLk,35oLMiAK4VM2T0ek3PTPIc,0.632,0.647,8.0,-8.587,1.0,0.0294,0.141,0.104,0.0908,0.221,105.945,193982.0
1039,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,35oLMiAK4VM2T0ek3PTPIc,0.783,0.467,6.0,-9.474,1.0,0.0503,0.729,0.809,0.109,0.236,90.838,237793.0
1040,Somewhere New (feat. M-22) - Radio Edit,1sfmIZRBmY5yq5wRQs987T,35oLMiAK4VM2T0ek3PTPIc,0.674,0.647,5.0,-6.105,1.0,0.0474,0.000395,0.00203,0.0696,0.287,124.048,208138.0
1041,Galway Girl - Martin Jensen Remix,2A17f6I4fh6GqYX0J8noGr,35oLMiAK4VM2T0ek3PTPIc,0.726,0.748,9.0,-4.576,1.0,0.0438,0.0245,0.0,0.141,0.731,100.055,196044.0
1042,All We Know (feat. Phoebe Ryan) - Oliver Heldens Remix,5sWevAyvYSRzGpIsdsRvJi,35oLMiAK4VM2T0ek3PTPIc,0.711,0.8,0.0,-5.852,1.0,0.0303,0.00158,0.0513,0.314,0.43,124.009,184253.0
1043,Without You,3BCEUWotuY90D7Gn9belwR,35oLMiAK4VM2T0ek3PTPIc,0.732,0.978,2.0,-1.876,1.0,0.0448,0.223,0.0,0.174,0.65,122.005,184918.0
1044,Thinkin' Bout You - Vijay & Sofia Remix,5bcXChqK8gM2KxJSpFqczp,35oLMiAK4VM2T0ek3PTPIc,0.77,0.686,7.0,-7.08,1.0,0.0375,0.0481,0.0157,0.0988,0.376,120.016,196093.0
1045,First Time,2Gl0FzuLxflY6nPifJp5Dr,35oLMiAK4VM2T0ek3PTPIc,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.679,90.066,193511.0
1046,North Dakota - Le P Remix,791MWXJrf4qCEVI6Pzd0AD,35oLMiAK4VM2T0ek3PTPIc,0.67,0.732,4.0,-8.263,1.0,0.0636,0.0953,0.0,0.157,0.404,120.004,198000.0
1047,Coming Over - filous Remix,0uIDxM4fdk9zHQzbhr5Jgq,35oLMiAK4VM2T0ek3PTPIc,0.791,0.493,8.0,-11.077,1.0,0.0459,0.487,0.00517,0.0996,0.309,109.999,198545.0
1048,Superstar,0WY08c7veS1xHGdkskHh0T,35oLMiAK4VM2T0ek3PTPIc,0.804,0.655,6.0,-6.055,1.0,0.0397,0.00504,0.0105,0.104,0.571,125.013,157073.0
1049,Can't Fight It,41CqhTwCbwwwZ0SOjL4HBc,35oLMiAK4VM2T0ek3PTPIc,0.687,0.73,0.0,-5.906,0.0,0.0345,0.00313,1.3e-05,0.21,0.333,128.028,183750.0
1050,Never Let Me Go,06ZpMjkNdIDKVf3mK29UiC,35oLMiAK4VM2T0ek3PTPIc,0.722,0.84,0.0,-3.939,1.0,0.0349,0.0447,1.28e-05,0.066,0.569,124.003,184071.0
1051,Our Hearts,2yI0ju5yNm1DFE0sWCYlqj,35oLMiAK4VM2T0ek3PTPIc,0.874,0.532,4.0,-3.617,0.0,0.108,0.266,0.0,0.0934,0.367,120.022,188105.0
1052,One Day (Vandaag) - Radio Edit,0GSU6yLOJqO10ziQuBLWOE,35oLMiAK4VM2T0ek3PTPIc,0.656,0.594,5.0,-6.043,1.0,0.0307,0.716,0.0802,0.376,0.57,127.992,219333.0
1053,Straightjacket,1I9wDuajCQ7tJbDtfEwMf2,35oLMiAK4VM2T0ek3PTPIc,0.832,0.618,8.0,-5.164,1.0,0.217,0.133,0.0,0.0617,0.717,137.05,206427.0
1054,Skyline,0HkwDCJIbWijtfKg63gQBJ,35oLMiAK4VM2T0ek3PTPIc,0.629,0.87,8.0,-3.352,0.0,0.0304,0.0325,1.71e-06,0.129,0.628,117.96,163948.0
1055,Afterlight,6SP1AbWWWKLyoRiJy8Mntk,35oLMiAK4VM2T0ek3PTPIc,0.698,0.665,5.0,-7.524,0.0,0.0473,0.0372,0.0,0.0974,0.4,123.05,145830.0
1056,Heading Home - Nick Talos Remix,5i3oFRgv01h8957xtGq1XH,35oLMiAK4VM2T0ek3PTPIc,0.654,0.731,11.0,-6.106,1.0,0.0311,0.00591,0.000973,0.207,0.61,122.083,179480.0
1057,Run Run Run,29Xp9qXcl1LBpGMFtfUZ4O,35oLMiAK4VM2T0ek3PTPIc,0.72,0.491,4.0,-10.162,1.0,0.0327,0.349,0.183,0.111,0.249,122.011,211598.0
1058,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,35oLMiAK4VM2T0ek3PTPIc,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0
1059,Another Day In Paradise,2S2laN33BdttxJ8yyv4VbX,35oLMiAK4VM2T0ek3PTPIc,0.652,0.802,11.0,-5.308,1.0,0.0669,0.161,0.0,0.143,0.559,167.952,255000.0
1060,Young (Sam Feldt Remix),5Pchgc0mxWI2qoJlz86jpv,35oLMiAK4VM2T0ek3PTPIc,0.656,0.683,11.0,-6.787,1.0,0.0607,0.0548,3.98e-06,0.0986,0.506,125.953,196807.0
1061,Mind Games,5wMgfgCLaIb3dZsL6koWj9,35oLMiAK4VM2T0ek3PTPIc,0.784,0.859,8.0,-3.409,1.0,0.0292,0.0305,0.00444,0.227,0.533,121.981,138131.0
1062,People Crying Every Night,2XBWT6qciUWR1HCmiPwrEV,35oLMiAK4VM2T0ek3PTPIc,0.666,0.584,7.0,-5.259,1.0,0.124,0.219,0.000847,0.111,0.707,99.997,221550.0
1063,Close to You (feat. Daniel Ahearn),3jU5BHwddi4XYD9Yj8gvZ5,35oLMiAK4VM2T0ek3PTPIc,0.723,0.624,0.0,-6.836,1.0,0.032,0.0573,0.00805,0.129,0.373,126.006,201665.0
1064,Come Back To Me - filous Remix,6mp9IeMdujzozbEJdeQ4DW,35oLMiAK4VM2T0ek3PTPIc,0.484,0.714,6.0,-6.809,0.0,0.0622,0.496,0.0168,0.128,0.366,95.064,171789.0
1065,St. Peter,4Wq76dTxDuc5WUG2JFIAno,35oLMiAK4VM2T0ek3PTPIc,0.694,0.644,6.0,-8.286,1.0,0.0594,0.344,0.0,0.27,0.373,122.065,209400.0
1066,In Too Deep,4oi2tw5fWJjfE8UQsW0IO5,35oLMiAK4VM2T0ek3PTPIc,0.608,0.624,2.0,-6.76,1.0,0.0329,0.167,0.0147,0.321,0.257,120.902,234453.0
1067,This Is It,38Pb8HTdTeaFdY0xzgoMCi,35oLMiAK4VM2T0ek3PTPIc,0.656,0.742,1.0,-6.638,1.0,0.0376,0.0243,6.72e-05,0.556,0.254,122.993,183766.0
1068,Mama,4xlrALxuaCf9yZBHJeTSG6,35oLMiAK4VM2T0ek3PTPIc,0.741,0.79,11.0,-4.086,0.0,0.0469,0.113,0.0,0.0542,0.528,104.043,184134.0
1069,Cold - Ashworth Remix,7BnIoqElaRdNoZxwCBlSpn,35oLMiAK4VM2T0ek3PTPIc,0.725,0.684,9.0,-8.164,0.0,0.0603,0.305,0.0,0.0802,0.789,100.025,242754.0
1070,Sunny Days,6RrUUleT9JI0KQHZYBdJMB,35oLMiAK4VM2T0ek3PTPIc,0.631,0.71,7.0,-7.09,1.0,0.031,0.00919,0.00577,0.139,0.243,115.007,210125.0
1071,Sun Goes Down,5knrAEjUMh6T2kDCN7YD2b,35oLMiAK4VM2T0ek3PTPIc,0.833,0.748,8.0,-5.496,0.0,0.034,0.392,0.000758,0.0809,0.888,121.999,203586.0
1072,Show Me Love - EDX Remix / Radio Edit,6PkzXU8dlwtfrwyTlUyVnv,35oLMiAK4VM2T0ek3PTPIc,0.832,0.659,0.0,-5.831,1.0,0.0677,0.297,0.000811,0.0704,0.712,121.022,180336.0
1073,Younger - Kygo Remix,7hrDA2n8BVGLyHra0rBiFd,35oLMiAK4VM2T0ek3PTPIc,0.69,0.489,5.0,-7.938,1.0,0.0788,0.13,0.00022,0.0815,0.645,114.008,351573.0
1074,Malibu - Tiësto Remix,7FKcbKrAi4uiXosKMNTjQI,35oLMiAK4VM2T0ek3PTPIc,0.582,0.909,8.0,-2.476,1.0,0.0502,0.00176,0.000214,0.268,0.513,128.024,199001.0
1075,Fahrenheit (Axero Remix),6EQjtJeV7XVtqeVujxxbI1,35oLMiAK4VM2T0ek3PTPIc,0.709,0.771,8.0,-5.767,1.0,0.0449,0.045,0.00194,0.103,0.372,128.015,281250.0
1076,Drifting - RAC Remix,5GRl3T1b49OJrjI9ebxwVS,35oLMiAK4VM2T0ek3PTPIc,0.581,0.639,4.0,-7.793,0.0,0.0596,0.385,0.000989,0.124,0.424,102.173,255254.0
1077,Mood,6ZbcnheVCRlKHJXKU8DqGi,35oLMiAK4VM2T0ek3PTPIc,0.843,0.653,1.0,-7.989,0.0,0.0912,0.141,0.562,0.106,0.473,124.06,183876.0
1078,Feel The Love - Sam Feldt Edit,6ESkvrWf0jzOKkLTjIWvyT,35oLMiAK4VM2T0ek3PTPIc,0.645,0.835,3.0,-4.374,0.0,0.045,0.0487,1.16e-05,0.0947,0.438,121.997,170496.0
1079,Strip That Down - Nevada Remix,4QYG3uvLviKL4kkChZC0xk,35oLMiAK4VM2T0ek3PTPIc,0.76,0.725,1.0,-6.341,1.0,0.0303,0.223,0.0,0.232,0.823,106.027,224791.0
1080,Home We'll Go (Take My Hand) - Michael Brun Remix,7ApiM6Uz81EyYsqwyDdHXj,35oLMiAK4VM2T0ek3PTPIc,0.658,0.611,7.0,-4.754,1.0,0.0356,0.36,0.00813,0.28,0.611,122.039,233735.0
1081,Gravity (feat. Frances) - White Sand Remix,3eXmdfwfGCO2opKw3U44aF,35oLMiAK4VM2T0ek3PTPIc,0.755,0.611,1.0,-7.058,1.0,0.066,0.1,4.88e-06,0.101,0.21,107.998,164651.0
1082,Old Friends - Jonas Blue Remix,7pJ4iEOOwUEzO3m9Hh3Ojr,35oLMiAK4VM2T0ek3PTPIc,0.646,0.744,3.0,-4.714,1.0,0.0365,0.0246,0.0,0.0705,0.358,103.048,174733.0
1083,Stay (feat. Maty Noyes),7gBj0VgcuAgkXkiRRYvSmK,35oLMiAK4VM2T0ek3PTPIc,0.648,0.736,8.0,-7.948,1.0,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465.0
1084,Try Me (feat. Jennifer Lopez and Matoma),4tg1G3X26wDTmQbipgxhp5,35oLMiAK4VM2T0ek3PTPIc,0.579,0.68,8.0,-5.634,1.0,0.076,0.0157,0.0,0.0699,0.211,100.033,200240.0
1085,Collateral Damage - Tritonal Remix,6GX3nPAkKqVZDwuBSWrq39,35oLMiAK4VM2T0ek3PTPIc,0.535,0.827,5.0,-5.079,1.0,0.0428,0.488,0.0282,0.106,0.243,116.987,250256.0
1086,Eighteen,7aLLuy3cVBPlRY7KfTARCz,35oLMiAK4VM2T0ek3PTPIc,0.585,0.63,5.0,-6.269,1.0,0.0365,0.297,2.82e-06,0.0896,0.18,104.867,217867.0
1087,Tired - Kygo Remix,3t0J8vI9StQD8KIBkT2Cp5,35oLMiAK4VM2T0ek3PTPIc,0.598,0.74,2.0,-7.391,1.0,0.0684,0.026,0.0,0.0895,0.342,123.945,240000.0
1088,Hold You Down,7jz5bjFxZbUeUhuelUF1mg,35oLMiAK4VM2T0ek3PTPIc,0.684,0.569,7.0,-7.556,1.0,0.142,0.0961,6.88e-06,0.1,0.581,86.887,195302.0
1089,The Sign,4CKkgaaGV8t0s39wM1HEg0,35oLMiAK4VM2T0ek3PTPIc,0.7,0.824,9.0,-2.941,1.0,0.0302,0.0904,0.0,0.0912,0.565,102.983,210000.0
1090,What Would I Change It To (feat. AlunaGeorge),4lwSYcFSDeyY8jdSedZH4j,35oLMiAK4VM2T0ek3PTPIc,0.79,0.503,11.0,-8.814,1.0,0.0987,0.274,3.56e-06,0.0787,0.537,109.991,185455.0
1091,Little Hollywood,1f3flfdU4VDM2OBDD2FMia,35oLMiAK4VM2T0ek3PTPIc,0.755,0.702,7.0,-6.013,1.0,0.0394,0.464,0.000434,0.0518,0.625,122.014,184200.0
1092,Alive - Ashworth Remix,18B6aDMa7VmyHANHmOcmoG,35oLMiAK4VM2T0ek3PTPIc,0.79,0.604,0.0,-5.455,0.0,0.0553,0.0958,0.0,0.117,0.752,122.99,204146.0
1093,Where I Wanna Be,47cIBPzhCAd1QxsBIFlzcJ,35oLMiAK4VM2T0ek3PTPIc,0.68,0.81,3.0,-4.98,1.0,0.0979,0.108,0.0,0.0592,0.625,116.974,185513.0
1094,YES,4r6O4o0RhpDXzvS2EtPohn,35oLMiAK4VM2T0ek3PTPIc,0.783,0.769,0.0,-3.757,1.0,0.0915,0.24,0.0,0.0772,0.558,101.02,150095.0
1095,Wait,3V9DfRoS7JfSkuTyNEsCxQ,35oLMiAK4VM2T0ek3PTPIc,0.639,0.664,8.0,-4.837,0.0,0.0667,0.192,0.0,0.223,0.349,110.082,165084.0
1096,Deep Of The Night (feat. Diamond Thug) - Radio Edit,54nynCxZgR6iaQ0HmscxdD,35oLMiAK4VM2T0ek3PTPIc,0.825,0.635,0.0,-6.629,1.0,0.039,0.0337,0.0237,0.129,0.503,120.995,201412.0
1097,Sun Comes Up (feat. James Arthur) - Ofenbach Remix,0ow2JYLP8XmRnp0npEv69m,35oLMiAK4VM2T0ek3PTPIc,0.691,0.779,10.0,-5.473,1.0,0.0599,0.176,0.0,0.169,0.341,114.97,190777.0
1098,Chasing Highs - Felix Cartal Remix,0mU3gHNG3lZ89tuiSEg2CU,35oLMiAK4VM2T0ek3PTPIc,0.68,0.755,2.0,-3.073,0.0,0.0405,0.0427,0.00684,0.122,0.338,121.121,220651.0
1099,Silence,7vGuf3Y35N4wmASOKLUVVU,35oLMiAK4VM2T0ek3PTPIc,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0
1100,Katchi - Ofenbach vs. Nick Waterhouse,2NF8A7C6tICScdRaZ0BrEe,35oLMiAK4VM2T0ek3PTPIc,0.837,0.793,11.0,-5.048,0.0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988,151011.0
1101,Don't Want You Back,4lharVQjYNhByFR8dSHkMA,35oLMiAK4VM2T0ek3PTPIc,0.767,0.862,6.0,-3.157,1.0,0.0799,0.448,0.0,0.0806,0.767,125.997,201240.0
1102,Castaway,1EDpJKQEGfXcdlRlEeSD5Q,35oLMiAK4VM2T0ek3PTPIc,0.771,0.721,0.0,-5.087,1.0,0.0351,0.0827,9.73e-05,0.0674,0.575,119.995,226725.0
1103,Don't Let Go,70FUPzNFvd8LaTOTl3pyk2,35oLMiAK4VM2T0ek3PTPIc,0.656,0.907,6.0,-1.687,1.0,0.0422,0.383,9.87e-06,0.359,0.551,110.049,192225.0
1104,Stay Young,2kLf4myxQME1Nd0voeKZri,35oLMiAK4VM2T0ek3PTPIc,0.572,0.713,5.0,-4.826,1.0,0.0406,0.0754,0.0,0.226,0.559,89.996,157005.0
1105,Replay (feat. CIRE),164C9bSF4ryqWXI4XgxTE0,35oLMiAK4VM2T0ek3PTPIc,0.776,0.809,6.0,-5.726,0.0,0.069,0.415,0.0,0.179,0.582,100.071,202520.0
1106,Summer Is Our Ecstasy,4DFyyTU3cGSHHTex1xr0Sf,35oLMiAK4VM2T0ek3PTPIc,0.773,0.693,9.0,-4.2,0.0,0.0579,0.389,0.0,0.158,0.707,124.025,223367.0
1107,Rising High (feat. Beatrich),0kAkve9XSoVd40LkRrvMhB,35oLMiAK4VM2T0ek3PTPIc,0.698,0.628,3.0,-6.505,1.0,0.056,0.138,0.0,0.109,0.443,105.014,221714.0
1108,Kinda Love,7ztgiFYwXSXMNHMaP8SA6e,35oLMiAK4VM2T0ek3PTPIc,0.757,0.742,9.0,-8.127,1.0,0.047,0.49,0.00476,0.352,0.0397,120.013,212581.0
1109,Stargazing,0Zbbxnx4SGGHoIow4PpISP,35oLMiAK4VM2T0ek3PTPIc,0.677,0.497,5.0,-5.763,1.0,0.0809,0.152,0.0,0.0911,0.419,99.137,236853.0
1110,This Town (feat. Sasha Alex Sloan),4aSfgWmRa9KsISD4Jmx7QB,35oLMiAK4VM2T0ek3PTPIc,0.736,0.449,10.0,-7.956,0.0,0.0633,0.506,6.63e-05,0.117,0.487,147.971,202280.0
1111,Unforgettable,3rvEwBi1mFFHqCnkrGmnWp,35oLMiAK4VM2T0ek3PTPIc,0.683,0.538,4.0,-8.503,0.0,0.0599,0.138,1.28e-06,0.303,0.445,110.0,225960.0
1112,Oh Child,77VLYTyrdlHEWcjhjQoXlz,35oLMiAK4VM2T0ek3PTPIc,0.727,0.598,8.0,-8.425,1.0,0.0515,0.0661,1.07e-05,0.0975,0.683,97.037,197627.0
1113,Fools,1iNVozzQE4woFdySdrpB4z,35oLMiAK4VM2T0ek3PTPIc,0.564,0.715,2.0,-6.722,1.0,0.203,0.321,0.000876,0.114,0.407,99.946,187040.0
1114,Hum With Me,4DfxFGwreu9BquiLRClwh8,35oLMiAK4VM2T0ek3PTPIc,0.653,0.708,10.0,-5.385,1.0,0.0345,0.109,0.0011,0.163,0.347,111.924,167871.0
1115,Like You Mean It,1qR73waVOTzDT4J6hzC8ts,35oLMiAK4VM2T0ek3PTPIc,0.395,0.744,9.0,-6.59,0.0,0.245,0.0576,0.0,0.0702,0.365,115.973,213853.0
1116,Tonight and Every Night,3nbtUMjRUH5VDwhvvcPRF8,35oLMiAK4VM2T0ek3PTPIc,0.77,0.641,7.0,-7.556,1.0,0.0852,0.283,0.000385,0.142,0.29,123.982,235360.0
1117,More Than a Friend,1HwTvfQoFWV1vavcgHvptJ,35oLMiAK4VM2T0ek3PTPIc,0.669,0.775,2.0,-6.905,0.0,0.13,0.0744,1.69e-05,0.0685,0.39,124.97,192187.0
1118,Ha Leh Lou Ya,1gAbEXZi4ZrmA5KPQARXrD,35oLMiAK4VM2T0ek3PTPIc,0.708,0.777,0.0,-6.232,0.0,0.113,0.0097,2.62e-05,0.113,0.298,120.017,217853.0
1119,Sounds Easy,3K7WlpKeeO1NEUO2jEJNQQ,35oLMiAK4VM2T0ek3PTPIc,0.573,0.869,5.0,-5.224,0.0,0.238,0.053,1.29e-05,0.0805,0.463,124.049,188827.0
1120,Losin' Myself,622l0B0kRhAdOxabOeWnln,35oLMiAK4VM2T0ek3PTPIc,0.653,0.81,1.0,-3.88,0.0,0.154,0.461,0.0,0.178,0.633,99.974,196807.0
1121,Save Tonight,0DCjHnHogCFxuqrOZr6Bev,35oLMiAK4VM2T0ek3PTPIc,0.699,0.767,7.0,-6.08,1.0,0.0275,0.251,0.0151,0.369,0.776,118.024,198160.0
1122,Found U,5K4HJ4Ydm5qG3Bw7JaDAeZ,35oLMiAK4VM2T0ek3PTPIc,0.77,0.644,7.0,-5.151,1.0,0.0408,0.00347,0.000519,0.188,0.522,122.008,179027.0
1123,Into The Sunset,02E0dSRldGrrrJyTY7O4uA,5U2MYFAcQ3yT7XbHYgGPmb,0.435,0.726,10.0,-6.153,1.0,0.137,0.476,0.0,0.266,0.609,123.938,207581.0
1124,Deep Blue,29JtWMi1kHUoHRyyUdpoFk,35oLMiAK4VM2T0ek3PTPIc,0.763,0.56,6.0,-9.545,1.0,0.0604,0.0168,5.34e-06,0.0858,0.576,113.035,185172.0
1125,Feels Great (feat. Fetty Wap & CVBZ),5MMu9zi4UrctTCXQqNJUCY,35oLMiAK4VM2T0ek3PTPIc,0.522,0.833,0.0,-3.715,1.0,0.0575,0.0454,0.0,0.127,0.296,180.009,193569.0
1126,Take Her Place (feat. A R I Z O N A),3AzvNvE3xpgelqmE5MRnbI,35oLMiAK4VM2T0ek3PTPIc,0.603,0.744,0.0,-5.724,1.0,0.0458,0.279,4.87e-06,0.106,0.605,101.991,209660.0
1127,Stranger Things,5s6YL4Ym5xKtlOgmTICSat,35oLMiAK4VM2T0ek3PTPIc,0.604,0.663,0.0,-5.913,1.0,0.0375,0.235,0.0,0.0947,0.507,107.013,221440.0
1128,Riding Shotgun,6h2qvn7McOJ8J1nKQUtc4x,35oLMiAK4VM2T0ek3PTPIc,0.816,0.853,6.0,-4.744,0.0,0.121,0.119,9.9e-06,0.0413,0.63,101.983,198280.0
1129,Sunrise,708OFb4yTYv8DWLqWPhZ32,35oLMiAK4VM2T0ek3PTPIc,0.637,0.597,6.0,-6.964,1.0,0.0289,0.214,0.0,0.141,0.485,100.021,214827.0
1130,Heart,3Ezg9PfTvr7ESXXLtHNuuT,35oLMiAK4VM2T0ek3PTPIc,0.731,0.682,10.0,-6.85,0.0,0.117,0.0996,0.1,0.11,0.451,123.989,156779.0
1131,Never Let You Go (feat. John Newman),3nTIvcfFkFEUL4cdMaEt5H,35oLMiAK4VM2T0ek3PTPIc,0.735,0.747,10.0,-4.959,1.0,0.0837,0.0741,0.0,0.103,0.555,123.025,232907.0
1132,One Love,6PDOFM6QTrLiYqISU5GriF,35oLMiAK4VM2T0ek3PTPIc,0.758,0.713,8.0,-4.717,1.0,0.0434,0.0545,0.000439,0.215,0.558,100.029,175350.0
